Restaurant_Name,Ranking,Price_Range,Cuisine_Type,Menu Items
mama trattoria Berlin Theodor-Heuss-Platz,4.4,30 € ou moins,Italienne,[]
BLEND berlin kitchen and bar,4.2,De 31 € à 50 €,Fusion/Éclectique,[]
Relish Restaurant & Bar,,De 31 € à 50 €,Internationale,"['havellnder', 'onions', 'style', 'apple', 'caesar', 'ev', 'soup', 'ketchup', 'kinds', 'und', 'wir', 'prawns', 'french', 'bolognese', 'crotons', 'manchego', 'sorten', 'crispy', 'strips', 'chili', 'per', 'fig', 'original', 'acfgi', 'apfelschwein', 'berliner', 'fruit', 'of', 'in', 'salads', 'bar', 'restaurant', 'and', 'frchtebrot', 'mushrooms', 'pro', 'vom', 'basil', 'sauce', 'serve', 'fries', 'pine', 'relish', 'tomatensuppe', 'all', 'agh', 'tomato', 'rocket', 'feed', 'pommes', 'pork', 'rucola', 'cheese', 'bread', 'person', 'die', 'untersttzen', 'nt', 'are', 'tomate', 'people', 'body', 'one', 'croutons', 'mit', 'suppe', 'chicken', 'forest', 'feigensenf', 'with', 'we', 'salad', 'each', 'i', 'k', 'verkauften', 'for', 'to', 'chilli', 'nourish', 'jeder', 'the', 'tafel', 'rinderfiletstreifen', 'included', 'acdgik', 'waldpilzen', 'berlin', 'basilikum', 'our', 'ag', 'currywurst', 'trauben', 'king', 'euro', 'grapes', 'fillet', 'mayonnaise', 'homeless', 'schluppen', 'beef', 'parmesan', 'basket', 'knuspriger', 'garlic', 'tomatensauce', 'buffalomozzarella', 'bffelmozzarella', 'sold', 'hhnchenstreifen', 'mustard', 'ham', 'vat', 'riesengarnelen', 'soul', 'spend', 'prices', 'soups', 'a', 'pinienkerne', 'spring', 'g', 'serrano', 'knoblauch']"
Sticks'n'Sushi - Torstraße,,30 € ou moins,Sushi,[]
Victor & Victoria Restaurant - Bar - Bistro,3.8,30 € ou moins,Française contemporaine,[]
Little Sins,,30 € ou moins,Pub Gastronomique,[]
Restaurant Zen,4.5,30 € ou moins,Sushi,[]
Jasper‘s Restaurant Charlottenburg,4.6,De 31 € à 50 €,Autrichienne,[]
Upside Down Bar & Restaurant,4.8,30 € ou moins,Café,"['still', 'rum', 'pfirsichlikr', 'multivitamin', 'sptburgunder', 'onions', 'apple', 'laktose', 'label', 'reserve', 'macchiato', 'whisky', 'soup', 'blanc', 'spread', 'scavi', 'white', 'macallan', 'asians', 'kinds', 'tee', 'martini', 'und', 'apfelschorle', 'lettuce', 'zuckersirup', 'tinto', 'himbeer', 'williams', 'grner', 'virgin', 'crme', 'de', 'asian', 'sorten', 'francisco', 'pudding', 'apfel', 'gin', 'grey', 'glenkichie', 'kir', 'spritz', 'manier', 'special', 'beer', 'moskito', 'cream', 'oder', 'egg', 'long', 'homemade', 'coffee', 'vsop', 'weibrot', 'woodford', 'mascarpone', 'milk', 'nuts', 'spanien', 'cragganmore', 'island', 'morador', 'mule', 'royal', 'daniels', 'bombay', 'stew', 'lagavulin', 'sauvignon', 'daily', 'tagesempfehlung', 'allergenen', 'of', 'linseneintopf', 'aufstriche', 'tanqueray', 'sour', 'sapphire', 'glenmorangie', 'grapefruit', 'merlot', 'caramelized', 'olmeca', 'goose', 'xo', 'roses', 'laurent', 'fleisch', 'meat', 'or', 'champagne', 'schwarzwlderschinken', 'fritzkola', 'and', 'san', 'russian', 'dunkel', 'campari', 'auf', 'absolut', 'basil', 'jack', 'ziegenkse', 'sprudelwasser', 'doppelter', 'bourbon', 'kleinstein', 'on', 'vodka', 'sandemann', 'il', 'spicy', 'croquettes', 'oban', 'haselnuss', 'smash', 'cramberry', 'slices', 'afogatto', 'tomatensuppe', 'tullamore', 'brown', 'lentil', 'tomato', 'hendrickss', 'irish', 'cheese', 'bread', 'ceylon', 'hugo', 'allergeen', 'erdnuss', 'italien', 'grenadine', 'prosecco', 'sommerbeeren', 'assam', 'alda', 'mirabellen', 'allergens', 'aperol', 'sparkling', 'sex', 'tomate', 'knll', 'ipanema', 'vanilla', 'beefeater', 'superior', 'ei', 'alkoholfrei', 'fredo', 'riesling', 'dry', 'baileys', 'empanada', 'rohrzucker', 'soda', 'jameson', 'varieties', 'rosinen', 'heie', 'mit', 'spritzer', 'gluten', 'nsse', 'wyborowa', 'capuccino', 'pfefferminz', 'dew', 'mascarponecreme', 'with', 'saint', 'zacapa', 'chambord', 'santa', 'schwarzbrotscheiben', 'ananassaft', 'iced', 'americano', 'moka', 'frchte', 'kseteller', 'different', 'englischer', 'margherita', 'recommendation', 'frische', 'espresso', 'ingwer', 'moscow', 'zwiebeln', 'fashioned', 'blatt', 'orangensaft', 'corralejo', 'cranberrysaft', 'sahne', 'limettensaft', 'four', 'tonic', 'frankreich', 'kruter', 'orange', 'the', 'zitrone', 'margarita', 'zitronensaft', 'kahla', 'vermouth', 'pannacotta', 'water', 'gold', 'drambuie', 'ginger', 'vegan', 'rocca', 'cointreau', 'goat', 'basilikum', 'fritzlimo', 'nssen', 'sesamsamen', 'martell', 'caf', 'karamellisierter', 'cola', 'years', 'raisins', 'ardberg', 'feldsalat', 'franziskaner', 'pia', 'ramazzotti', 'glenfiddich', 'grand', 'sonne', 'muscato', 'chardonnay', 'vs', 'signet', 'hausgemachte', 'kamille', 'plate', 'schalenfrchte', 'old', 'bolzano', 'disaronno', 'monkey', 'n', 'caipirinha', 'villa', 'red', 'nonino', 'schwarz', 'ray', 'colada', 'bull', 'chivas', 'beach', 'club', 'blanco', 'cassis', 'kokossirup', 'tea', 'talisker', 'without', 'cosmopolitan', 'reposado', 'hammel', 'ballantines', 'latte', 'minze', 'zucker', 'ham', 'tequila', 'ale', 'lambs', 'becks', 'sunrise', 'sulfite', 'deutschland', 'ananas', 'zuckerfrei', 'havana', 'english', 'vita', 'sultanas', 'rooibos', 'cachaa', 'verschiedene', 'angostura', 'valdobbiadene', 'benedictine', 'jasmin', 'schokolade', 'brot', 'kroketten', 'limetten', 'a', 'daiquiri', 'flan', 'earl', 'hot', 'orangen']"
Wilde Matilde,3.4,30 € ou moins,Allemande,"['marinierter', 'brandenburger', 'frischem', 'veg', 'grne', 'mhren', 'feine', 'pinocchio', 'soe', 'zweierlei', 'garnelen', 'mangoeis', 'mampfi', 'creme', 'knusprige', 'und', 'breite', 'marshmallows', 'kartoffeln', 'kruterbutter', 'studentenfutter', 'angebot', 'hhnerfrikassee', 'fruchtsoe', 'puderzucker', 'grner', 'schokosauce', 'de', 'petersiliensalat', 'nachos', 'schnittkse', 'frise', 'tagesangebot', 'personal', 'kartoffelfrischkse', 'haselnssen', 'beziehen', 'mangochili', 'kruterfrischkse', 'informiert', 'wurstbrt', 'cream', 'oder', 'erbsensuppe', 'erdbeersoe', 'rote', 'angegebenen', 'frucht', 'apfelmus', 'apfelschwein', 'gegrilltem', 'camembert', 'berliner', 'guacamole', 'in', 'mariniertes', 'eiskaffee', 'schokostckchen', 'sour', 'marmelade', 'rherrei', 'frisches', 'brotkorb', 'schwarzem', 'nougatcreme', 'zimt', 'kirschlikr', 'sirup', 'erdbeeren', 'emely', 'gegrillt', 'wrziger', 'nussknacker', 'kapern', 'streusel', 'vanilleeis', 'auf', 'pro', 'vom', 'einen', 'kalbsbratling', 'ziegenkse', 'eye', 'skartoffelpommes', 'se', 'fruchteis', 'bbqsoe', 'eisbecher', 'othello', 'bbqdip', 'gemsesticks', 'schockoeiskugel', 'schinken', 'lachs', 'etagere', 'curywurst', 'blattsalat', 'honig', 'australischen', 'schoko', 'von', 'zahlen', 'httenkse', 'pfeffer', 'stracciatella', 'hhnchen', 'humus', 'samstag', 'difr', 'zuckerschnuten', 'wahlweise', 'beete', 'person', 'unser', 'die', 'tortillas', 'gemse', 'ei', 'rhrei', 'tomate', 'frischen', 'skartoffel', 'kartoffelsenfcreme', 'kirschtomaten', 'frhshoppen', 'anti', 'koriander', 'blauschimmelkse', 'quark', 'aktuelles', 'haselnusssirup', 'mit', 'suppe', 'aprikose', 'burger', 'honigmelone', 'vitrine', 'eierlikr', 'nudeln', 'rib', 'uhr', 'kapernpfeln', 'salsa', 'fruchtiger', 'omas', 'obst', 'soen', 'erdbeerclub', 'berbacken', 'frhstcks', 'schwedeneisbecher', 'ingwerkarotten', 'brat', 'dazu', 'burgertaler', 'vanille', 'dillspitzen', 'im', 'meersalz', 'petit', 'frische', 'sonntag', 'nach', 'avocado', 'paprika', 'ingwer', 'natur', 'frittierte', 'zwiebeln', 'apfelvinaigrette', 'gelben', 'milch', 'meerrettichschaum', 'ber', 'sahne', 'pasti', 'four', 'honigsenfdressing', 'gerne', 'wrzgurke', 'sticks', 'hhnchenbrust', 'wilde', 'basilikum', 'roten', 'kirsch', 'nssen', 'vegetarischer', 'bandnudeln', 'joghurt', 'bete', 'matildes', 'werden', 'steak', 'erbsen', 'kse', 'speckwrfel', 'knigs', 'luft', 'finden', 'zusatzstoffe', 'unserer', 'glas', 'pinienkernen', 'schokoeis', 'parmesan', 'mozzarellasticks', 'sich', 'sie', 'msli', 'tomatensauce', 'skartoffelsticks', 'warmen', 'jeden', 'eierkuchen', 'eiweischock', 'etageren', 'minze', 'zucker', 'salat', 'schwarzwlder', 'frchten', 'schnittlauch', 'salami', 'rind', 'sauerkirschen', 'olivenl', 'unsere', 'pinienkerne', 'balsamico', 'kuchen', 'aus', 'champignons', 'menthe', 'bunter']"
Sagano Sushi & Asian Lounge,3.8,30 € ou moins,Asiatique,"['art', 'c', 'yakitoriinsideout', 'cuba', 'whiskey', 'haus', 'frischem', 'cherrytomate', 'frischkse', 'japanese', 'edamame', 'heineken', 'soe', 'creme', 'wok', 'und', 'dezent', 'zubereitet', 'banane', 'optionally', 'bowls', 'ga', 'ebiavocado', 'limejuice', 'inarimaki', 'scharf', 'grner', 'der', 'saftschorle', 'maulbeeren', 'fried', 'gin', 'crispy', 'beer', 'spritz', 'gerstete', 'friuli', 'versch', 'zarten', 'krautsalat', 'hhnchenkross', 'pizza', 'vegetativer', 'pool', 'koreanischer', 'wantan', 'frucht', 'masago', 'ikura', 'daniels', 'bombay', 'rolle', 'glass', 'alabama', 'gegrillte', 'futoinsideout', 'in', 'kimchi', 'tekka', 'wrze', 'hhnerfleisch', 'reisnudeln', 'wodka', 'ssauer', 'frhlingsrollen', 'ebiavocadomaki', 'softshell', 'malztrunk', 'zimt', 'toast', 'sauer', 'aus', 'gegrillt', 'echtes', 'spiess', 'kyoto', 'thaikrutern', 'ebimaki', 'bucaro', 'insideoutrolls', 'garnelensuppe', 'hotategai', 'kirin', 'auf', 'absolut', 'pinot', 'grilled', 'grossgarnelen', 'flambierter', 'baden', 'cocktailsauce', 'se', 'on', 'spicy', 'killer', 'chandon', 'potatos', 'kirschnektar', 'misosake', 'sapporo', 'lychee', 'insideoutspecial', 'pfeffer', 'krutern', 'erlesenen', 'leckerem', 'kohlsalat', 'batida', 'thaikruter', 'ebiavocadoinsideout', 'fruchtigem', 'mixed', 'eimantel', 'sakemaki', 'schner', 'dumplings', 'valdo', 'rohrzucker', 'tataki', 'koriander', 'soda', 'ss', 'noir', 'roe', 'mini', 'blanchierter', 'spiesse', 'ikuramaki', 'mayo', 'krebsfleisch', 'grigio', 'schloss', 'sesam', 'tabasco', 'sizilien', 'weier', 'farbe', 'tsunainsideout', 'eichenfern', 'mushroms', 'blten', 'salad', 'igt', 'cantine', 'im', 'gehackte', 'rheinhessen', 'wings', 'unagimaki', 'garnele', 'bier', 'cherrytomaten', 'skewers', 'gestes', 'cashew', 'landgraf', 'peanut', 'gedmpfte', 'tempuraebispecial', 'rocco', 'orange', 'aoc', 'zitrone', 'roter', 'sakeavokado', 'tiefgrndigen', 'karamelisiertes', 'curacao', 'miso', 'honolulu', 'slicher', 'aroma', 'strohgelb', 'hennessy', 'lachstempura', 'pfrsichen', 'swimming', 'crab', 'breast', 'pho', 'joghurt', 'reifen', 'belly', 'tokio', 'schalotten', 'schneckenrolle', 'sate', 'tintenfisch', 'ramazzotti', 'bamee', 'roher', 'mango', 'rettich', 'okinawa', 'scallop', 'eel', 'raw', 'pilze', 'grundstoff', 'ebischumai', 'caipirinha', 'ba', 'osaka', 'colada', 'sich', 'africa', 'filled', 'krper', 'sauerem', 'kristall', 'rindfleischsuppe', 'tan', 'dips', 'warmen', 'grnliche', 'thunfisch', 'jgermeister', 'lauch', 'groe', 'gebacken', 'minze', 'zarter', 'frischer', 'ale', 'klassik', 'mineralwasser', 'havana', 'californiamaki', 'unagi', 'toscana', 'scallion', 'mineralische', 'holunderbltensirup', 'seetangsalat', 'morgan', 'galangal', 'kaffee', 'grass', 'maracujasaft', 'orangen', 'saftig', 'innen', 'rum', 'gegrillten', 'erdnusssauce', 'duck', 'grenadine', 'chream', 'untersttzt', 'auer', 'cocumber', 'soup', 'ananassaf', 'b', 'starkem', 'martini', 'trocken', 'zuckersirup', 'erdnssen', 'bukett', 'entenbrust', 'wei', 'makrele', 'prawns', 'pikante', 'cappucino', 'jeweils', 'johannisbeeren', 'shirley', 'lauchzwiebel', 'thaigewrzen', 'tasca', 'gai', 'verbunden', 'apfel', 'grey', 'chili', 'sec', 'moskito', 'wontons', 'egg', 'long', 'gegrilltes', 'homemade', 'grogarnele', 'lemon', 'swasseraal', 'tomaten', 'venetien', 'mee', 'bananent', 'milk', 'cacao', 'island', 'pellegrino', 'latour', 'fruit', 'leichter', 'tne', 'tamago', 'tanqueray', 'sour', 'rheingau', 'besondere', 'ein', 'tamagomaki', 'sirup', 'erdige', 'bo', 'sakeavocado', 'ne', 'je', 'brauner', 'jim', 'hhnchenflgel', 'dim', 'kressmann', 'fisch', 'contain', 'wunderbar', 'sushireis', 'russian', 'dunkel', 'imperial', 'temple', 'standard', 'krbis', 'hausgemachter', 'erdnsse', 'maguro', 'peanuts', 'kross', 'shitake', 'harmonisch', 'izumidai', 'leckeren', 'machiato', 'gebratenes', 'papayasalat', 'umhllt', 'fanta', 'salmonteriyaki', 'lassie', 'tullamore', 'philadelphia', 'prawn', 'delicious', 'fischsorten', 'umwickelt', 'coconut', 'dezente', 'pat', 'skinmaki', 'tekkaavocado', 'cheese', 'hugo', 'unagisosse', 'vegiinsideout', 'feinem', 'regal', 'spezi', 'coca', 'prosecco', 'men', 'die', 'fllung', 'softshellcrab', 'vegetarische', 'bambus', 'aperol', 'unagidon', 'sex', 'gemse', 'ipanema', 'ei', 'blue', 'dry', 'teriyaki', 'eingelegter', 'sesame', 'gebratene', 'butterfisch', 'durch', 'gekochte', 'einem', 'tenuta', 'mayonaise', 'zitronen', 'vera', 'summer', 'crpe', 'aromatisch', 'kani', 'ananassaft', 'fresh', 'grnlandgarnele', 'weinbergspfrsich', 'fruchtiges', 'pfefferminze', 'frchte', 'nach', 'bitterlemon', 'maultaschen', 'paprika', 'mangonektar', 'moscow', 'den', 'inside', 'sake', 'slammer', 'lady', 'am', 'pina', 'chilli', 'wan', 'sportsman', 'gurken', 'limettensaft', 'tonic', 'vegetables', 'kampyomaki', 'naturbelassen', 'eichenholzfern', 'knusprig', 'hhnerspiee', 'served', 'kiss', 'mix', 'hhnchenfleischsuppe', 'feinfruchtigem', 'einer', 'zitronensaft', 'anklnge', 'tiefgang', 'sakito', 'butter', 'algen', 'basilikum', 'farbenfrohe', 'omelette', 'futomaki', 'kirsch', 'ice', 'radish', 'wrzig', 'vitamin', 'nssen', 'butterfishmaki', 'light', 'maraqua', 'moet', 'sagano', 'mai', 'formen', 'auen', 'spicyebiinsideout', 'krebsfleischimitat', 'fischstbchen', 'sakekappamaki', 'werden', 'crepe', 'chardonnay', 'kamille', 'plate', 'es', 'ped', 'rosso', 'pocket', 'dabruzzo', 'auserlesene', 'schmelzig', 'nase', 'energy', 'gefllt', 'tofutasche', 'lachsbauch', 'friends', 'filling', 'gute', 'beach', 'zartes', 'tea', 'maracuja', 'insideout', 'cashewnssen', 'cosmopolitan', 'starter', 'gyosa', 'fontanassa', 'beam', 'zucker', 'papaya', 'tekkamaki', 'hotspicytunainsideout', 'sunrise', 'schnittlauch', 'salmonskininsideout', 'ganz', 'exotischem', 'hemingway', 'your', 'jap', 'ruccola', 'alster', 'sojasprossen', 'leicht', 'rainbow', 'daiquiri', 'flugfischkaviar', 'wonton', 'choice', 'tamarindensaft', 'gaumen', 'extra', 'captain', 'knoblauch', 'marinierter', 'grappa', 'scharfer', 'frisch', 'black', 'kombination', 'frhlingsrolle', 'pflaumen', 'nuancen', 'whisky', 'garnelen', 'lime', 'mineralitt', 'knusprige', 'tee', 'hefe', 'wohlriechend', 'geschmack', 'grossgarnele', 'pikant', 'regaleali', 'gimlet', 'verschiedensten', 'japanische', 'chianti', 'qba', 'glasnudeln', 'asian', 'fruchtig', 'tree', 'noten', 'cucumber', 'litschilikr', 'seetang', 'typisch', 'saba', 'stck', 'oder', 'vsop', 'delight', 'kappa', 'noodles', 'bohnen', 'shitakemaki', 'banana', 'nuts', 'cachaca', 'mule', 'genu', 'pannierte', 'alle', 'inari', 'fischsuppe', 'eleganz', 'mojito', 'roll', 'triple', 'cranberrynektar', 'spicytunamaki', 'averna', 'umhlltes', 'ausgeglichenem', 'mittelkrftig', 'fruchtmarkt', 'zia', 'squid', 'burgunder', 'flambiertem', 'watermelone', 'bestechend', 'bianco', 'gemischte', 'made', 'outside', 'stilles', 'abril', 'ssssauer', 'san', 'souers', 'reiswein', 'campari', 'rot', 'belegt', 'umwickelte', 'sashimi', 'reisrollen', 'groer', 'hauch', 'il', 'branca', 'aromatischem', 'chi', 'negitekkamaki', 'all', 'tofu', 'weifisch', 'chefs', 'casa', 'coriander', 'pork', 'zart', 'traditionell', 'hhnchen', 'gekochter', 'lachshaut', 'hhnchenbrustfilet', 'gekocht', 'rubinrot', 'honigwrze', 'pineapple', 'flliger', 'tomate', 'gereift', 'tartar', 'riesling', 'tiger', 'choi', 'nigiri', 'keta', 'sprite', 'kampyo', 'mit', 'ketakaviar', 'becker', 'burger', 'klare', 'schnborn', 'handroll', 'unfiltriert', 'pak', 'blattfleischstckchen', 'libre', 'nudeln', 'kim', 'braun', 'sakeavocadomaki', 'caviar', 'peach', 'weisweinschorle', 'wunderbaren', 'feinen', 'butterfish', 'extremeroll', 'mary', 'wahlweise', 'bacardi', 'brandy', 'noodle', 'cocktailsosse', 'ingwer', 'boiled', 'negisabamaki', 'frittierte', 'potatoes', 'duftreis', 'portion', 'elegant', 'sahne', 'zutaten', 'meisterkche', 'softshellkrabbe', 'eis', 'gebratener', 'tekkaavocadomaki', 'seaweed', 'gebackenes', 'knusprigem', 'water', 'sweetheart', 'apricot', 'di', 'baked', 'moriawase', 'man', 'shinko', 'salmon', 'gegrillter', 'raffnierter', 'darjeeling', 'asiatischen', 'balentines', 'tunasasam', 'jahre', 'mayonnaise', 'kurz', 'cabolani', 'kunstvoll', 'fritierter', 'erdbeersirup', 'cocktail', 'zitrusfrchten', 'red', 'drink', 'holunder', 'sierra', 'garlic', 'chivas', 'tempura', 'ika', 'club', 'schne', 'sie', 'california', 'vitamalz', 'piemont', 'garnelenhhnchen', 'tom', 'gemischter', 'wish', 'temaki', 'mandelsirup', 'fischsauce', 'gekochtem', 'leuchtend', 'cranberryjuice', 'sure', 'shinkomaki', 'ananas', 'zombie', 'maracujanektar', 'gorilla', 'basic', 'tai', 'sum', 'rolls', 'jasmin', 'bamboo', 'seared', 'mi', 'bananennektar', 'rindfleisch', 'beans', 'classic', 'avocadomaki', 'tuna', 'hhnchenfleischspiee', 'singapur', 'granatrot', 'weizen', 'earl', 'louis', 'hot', 'wunsch', 'reis', 'teigtaschen', 'sakephiladelphiamaki', 'sushi', 'mien', 'sptburgunder', 'grne', 'lauchzwiebeln', 'wasser', 'diversen', 'philadephia', 'wodini', 'montepulciano', 'glasnudelsalat', 'onion', 'schweinefleisch', 'strukturfeine', 'alkohol', 'white', 'teigmantel', 'tomatoes', 'ausgewogener', 'tekkamaguro', 'lettuce', 'maki', 'etc', 'pfrsichnote', 'auergewhnlich', 'cocossirup', 'afrika', 'erdinger', 'yum', 'de', 'orgasmus', 'tobiko', 'kappamaki', 'ca', 'priewahn', 'gunkan', 'special', 'an', 'cream', 'entwickelt', 'tamako', 'salz', 'aprikosen', 'anklngen', 'burgund', 'viel', 'doc', 'salzwasser', 'pcs', 'dragon', 'panna', 'fish', 'speisen', 'erhalten', 'tomatensaft', 'herbs', 'welche', 'auserlesenen', 'zubereitung', 'excelsior', 'vorspeisenplatte', 'gebackene', 'premium', 'acqua', 'specialroll', 'merlot', 'caramelized', 'duft', 'ohne', 'spring', 'scharfe', 'tortona', 'big', 'fr', 'zitronengras', 'finest', 'bloody', 'reisbandnudeln', 'lachsfilet', 'and', 'vegetarian', 'cabbage', 'vanilleeis', 'zeichnen', 'schale', 'limette', 'remy', 'eye', 'jack', 'doppelter', 'auch', 'bourbon', 'sakeavocadoinsideout', 'sauce', 'blumigwrzige', 'uva', 'sehr', 'curry', 'out', 'abba', 'sweet', 'pumpkin', 'kraftvoll', 'auberginen', 'tanninen', 'lachs', 'martin', 'honig', 'von', 'dip', 'horazu', 'yakitori', 'vegi', 'serviert', 'vinicola', 'gurkenstreifen', 'helles', 'wein', 'intensiver', 'seidigen', 'feiner', 'weingut', 'shrimp', 'jakobsmuschel', 'feuriger', 'alkoholfrei', 'baileys', 'fruchtsauce', 'pflaumenwein', 'suppe', 'gebackenen', 'gurke', 'chicken', 'maguru', 'southern', 'gavi', 'dew', 'thai', 'asiatische', 'with', 'ausbalanciert', 'gewrzen', 'dazu', 'cherry', 'arten', 'ebi', 'angerichtet', 'grilles', 'pikanter', 'kahlua', 'frische', 'tsuna', 'avocado', 'unagispecialroll', 'mandelaromen', 'espresso', 'spa', 'zwiebeln', 'saphire', 'kao', 'bowl', 'maison', 'pilzen', 'cranberry', 'the', 'kruter', 'gung', 'kirschsaft', 'sticks', 'south', 'kokosmilchsuppe', 'margarita', 'sencha', 'panierte', 'ginger', 'amaebi', 'kha', 'ins', 'sommerrolle', 'aal', 'aloe', 'spicyebi', 'verschiedenem', 'cola', 'komplexer', 'echter', 'dalmerita', 'mackerel', 'watermelon', 'flambeed', 'king', 'snapper', 'saltwater', 'surimi', 'rice', 'tamarind', 'juice', 'beef', 'gentilesco', 'ros', 'cooked', 'gemsetempura', 'schwarzer', 'reispapier', 'schmelz', 'californiainsideout', 'ruccolainsideout', 'bitter', 'wird', 'docg', 'sojabohnensuppe', 'bordeaux', 'latte', 'goldgelb', 'salat', 'tequila', 'bonacchi', 'lunghetta', 'krftig', 'schokolade', 'grogarnelen', 'skin', 'unsere', 'fernet', 'abruzzen', 'sambuca', 'grauer', 'shallots', 'champignons', 'ente']"
Mored,4.7,51 € et plus,Méditerranée,[]
Le Pierre,4.2,30 € ou moins,Française,"['kartoffel', 'sellerie', 'bayonne', 'orangenlikr', 'baba', 'holunderblten', 'frites', 'de', 'portobello', 'bohne', 'stulle', 'rote', 'tomaten', 'aubergine', 'olive', 'citron', 'eigelb', 'beurreblanc', 'vanilleeis', 'schalotte', 'cocktailsauce', 'hausgemachter', 'suzette', 'fougasse', 'frchtebaguette', 'schinken', 'gruyre', 'rhum', 'perlzwiebel', 'pommes', 'crevettes', 'sardelle', 'fenchel', 'au', 'tatar', 'kaper', 'ei', 'tomate', 'grenaille', 'pilz', 'mandel', 'paris', 'feigensenf', 'poulet', 'crpe', 'i', 'paprika', 'bchamel', 'kseauswahl', 'zwiebel', 'peperoni', 'pulpo', 'ratatouille', 'butter', 'fjordforelle', 'basilikum', 'caf', 'sorbet', 'vichyssoise', 'trauben', 'erdbeerragout', 'nioise', 'mhre', 'wassermelone', 'steak', 'franzsische', 'salatherzen', 'thunfisch', 'erbse', 'walnuss', 'pfifferlinge', 'salat', 'zucchini', 'schnittlauch', 'bio', 'g', 'gefllter']"
GRACE BAR,4.2,30 € ou moins,Réservation de tables avec bouteilles,[]
Schneiderei,4.5,De 31 € à 50 €,Méditerranée,"['saubohne', 'jakobsmuschel', 'tartar', 'mit', 'gurke', 'weie', 'norwegische', 'frhlingspilzenkrokette', 'wilder', 'whisky', 'ratte', 'pav', 'himbeercoulis', 'spargel', 'wolfsbarsch', 'bisque', 'grnem', 'weien', 'eigelb', 'languste', 'lammkarree', 'pro', 'vom', 'pochiertes', 'haselnsse', 'schaum', 'sauce', 'franzsischen', 'trkische', 'gerstete', 'roscoff', 'cuda', 'zwiebelfondant', 'salat', 'gemlik', 'pommes', 'cascabelchilil', 'olivencroutons', 'brioche', 'schokoladenganache', 'bagna', 'lammjus', 'cotta', 'halbes', 'milchlamm', 'person', 'dnische', 'rouille', 'dilll', 'walisische', 'zuckermaispanna']"
Nefeli Taverne Berlin,5,30 € ou moins,Grecque,[]
Altensteiner Krug,4.3,30 € ou moins,Allemande,[]
Mesopotamia Restaurant,5,30 € ou moins,du Moyen-Orient,[]
Louis LAURENT,4.5,30 € ou moins,Française,"['campagne', 'avec', 'ribs', 'filet', 'rohmilchksesorten', 'grne', 'classique', 'klein', 'canard', 'saumon', 'gratines', 'marnier', 'und', 'knoblauchbutter', 'kruterbutter', 'et', 'aux', 'flambiert', 'klassisch', 'frites', 'kopfsalat', 'crme', 'crotons', 'de', 'portotruffe', 'prime', 'ca', 'confit', 'rucolasalat', 'stck', 'lail', 'pure', 'saumonire', 'dagneau', 'la', 'noix', 'bacon', 'bohnen', 'rosa', 'spare', 'fischsuppe', 'matre', 'fine', 'brombeersauce', 'wodka', 'salade', 'tartare', 'laitue', 'scharfe', 'roses', 'citron', 'laurent', 'sa', 'entenconfit', 'flambierte', 'assiette', 'claire', 'loignon', 'les', 'auf', 'rp', 'vanilleeis', 'vom', 'fraches', 'dhotel', 'ziegenkse', 'cocktailsauce', 'sauce', 'compose', 'chaud', 'suzette', 'entrecte', 'knoblauchbrot', 'muscheln', 'env', 'haricots', 'lachs', 'zwiebelsuppe', 'mres', 'pommes', 'napoleon', 'honig', 'cornichons', 'krutern', 'crevettes', 'crmant', 'au', 'sardellenfilet', 'rouille', 'rissole', 'ei', 'grille', 'frischen', 'boeuf', 'rissolekartoffeln', 'pt', 'mit', 'gambas', 'estragon', 'fromage', 'colonel', 'ctes', 'chvre', 'terre', 'lammkotelettes', 'walnssen', 'chocolat', 'berbacken', 'kartoffelpree', 'crpe', 'schrimps', 'streichholzkartoffeln', 'catalane', 'cognacpoivre', 'sardellenfilets', 'escargots', 'grilles', 'pikanter', 'frische', 'allumette', 'bauernpastete', 'zwiebeln', 'schnecken', 'roquefort', 'pain', 'frache', 'zitrone', 'lachstartar', 'ratatouille', 'verts', 'mousse', 'orangensauce', 'hutres', 'dressing', 'piquante', 'nioise', 'zitronensorbet', 'grand', 'flambes', 'steak', 'gross', 'kse', 'soupe', 'moelleux', 'grill', 'kseplatte', 'vier', 'beef', 'salatbouquet', 'cocktail', 'poisson', 'brle', 'austern', 'rinderfilet', 'truffe', 'bergre', 'moules', 'bouquet', 'gemischter', 'oliven', 'thunfisch', 'riesengambas', 'salat', 'salami', 'bourgogne', 'barnaise', 'beurre', 'moutarde', 'warmer', 'a', 'trffelkartoffelpree', 'tomatenkrutersauce', 'louis', 'g']"
Knutschfleck Berlin,2.5,30 € ou moins,Allemande,[]
