Restaurant_Name,Ranking,Price_Range,Cuisine_Type,Menu Items
Maharaja Stirling,4.8,25 £ ou moins,Indienne,"['slightly', 'mutter', 'onions', 'style', 'fingers', 'peshwari', 'extra', 'touch', 'lovers', 'bhaji', 'onion', 'peppers', 'nut', 'goanese', 'mughlai', 'any', 'tomatoes', 'white', 'own', 'puree', 'poppadom', 'prawns', 'charcoal', 'cauliflower', 'oven', 'then', 'prepared', 'at', 'home', 'fried', 'special', 'bhoona', 'malibu', 'imbued', 'cream', 'egg', 'kashmiri', 'homemade', 'nan', 'honey', 'delight', 'seekh', 'shahi', 'lemon', 'pot', 'zaykedar', 'banana', 'lalpari', 'fish', 'paratha', 'royal', 'gosht', 'recipe', 'bombay', 'herbs', 'popular', 'rara', 'korma', 'of', 'nugget', 'in', 'flakes', 'top', 'purees', 'sour', 'rogani', 'green', 'passanda', 'barbecued', 'freshly', 'cashewnuts', 'lentils', 'spring', 'herb', 'thick', 'chunky', 'made', 'spiced', 'selection', 'and', 'mushrooms', 'karahi', 'reduced', 'peas', 'sharabi', 'medium', 'grilled', 'gb', 'kebab', 'roti', 'nentara', 'sauce', 'malaidar', 'on', 'patia', 'stir', 'curry', 'spicy', 'seafood', 'sweet', 'mint', 'chillies', 'chips', 'all', 'traditional', 'ceylonese', 'josh', 'tikka', 'prawn', 'rings', 'lassan', 'chefs', 'spinach', 'iron', 'delicious', 'madras', 'pilau', 'nashedar', 'coconut', 'coriander', 'simmered', 'sirloin', 'jaipuri', 'bread', 'cheese', 'nuggets', 'watering', 'price', 'chana', 'side', 'tangy', 'dishes', 'mixed', 'marinated', 'blend', 'lamb', 'scampi', 'pineapple', 'are', 'maharaja', 'almond', 'paneer', 'chilles', 'chaat', 'ground', 'succulent', 'single', 'size', 'methi', 'as', 'chicken', 'separately', 'raita', 'jalfrezi', 'with', 'capsicums', 'blended', 'topping', 'okra', 'bengali', 'fusion', 'chasni', 'salad', 'wine', 'fresh', 'very', 'indian', 'carrot', 'brandy', 'jalandhri', 'keema', 'pan', 'for', 'pineapples', 'basmati', 'boiled', 'mince', 'excellent', 'potatoes', 'to', 'bakra', 'yoghurt', 'chilli', 'channa', 'delicate', 'tender', 'vegetables', 'gently', 'chickpeas', 'strength', 'pickle', 'available', 'crushed', 'the', 'pakora', 'served', 'sauted', 'mix', 'south', 'desiccated', 'bone', 'butter', 'ginger', 'poppadoms', 'samosa', 'dish', 'omelette', 'creamy', 'our', 'garam', 'balti', 'platter', 'plain', 'breast', 'light', 'clay', 'daal', 'also', 'spices', 'warm', 'king', 'or', 'chickenburger', 'pieces', 'gravy', 'mango', 'almonds', 'mouth', 'subtle', 'steak', 'cast', 'grill', 'selected', 'rice', 'chapati', 'deep', 'cashews', 'cocktail', 'red', 'cooked', 'dhansak', 'tasty', 'saag', 'chutney', 'garlic', 'pureed', 'vegetable', 'punjabi', 'mushroom', 'aloo', 'biryani', 'dopiaza', 'rogan', 'chick', 'makhani', 'carrots', 'tandoori', 'gobi', 'rich', 'smooth', 'mild', 'creamed', 'masala', 'sultanas', 'various', 'nice', 'tikkas', 'a', 'butterfly', 'tarka', 'cheeseburger', 'bite', 'maryland', 'choice', 'shashlik', 'flavoursome', 'hot']"
The Townhouse Hotel Arbroath,4.8,25 £ ou moins,Bistro,[]
Weavers,4.5,De 26 £ à 40 £,Non-specifiée,[]
The McMillan,4.7,De 26 £ à 40 £,Britannique,"['cod', 'skewer', 'breadsticks', 'haddock', 'black', 'grape', 'sides', 'hummus', 'soup', 'onion', 'is', 'days', 'puree', 'sourdough', 'two', 'olives', 'prawns', 'chateaubriand', 'cauliflower', 'harissa', 'heritage', 'approximately', 'asian', 'chop', 'fried', 'pudding', 'confit', 'soy', 'peppercorn', 'north', 'honey', 'lanarkshire', 'bacon', 'flat', 'stew', 'gordal', 'butchers', 'of', 'always', 'in', 'olive', 'oatcakes', 'jerusalem', 'jam', 'tartare', 'herb', 'from', 'liver', 'perthshire', 'meat', 'crostini', 'crisp', 'both', 'and', 'cheek', 'mushrooms', 'hand', 'peas', 'bred', 'share', 'gb', 'truffle', 'sauce', 'assortment', 'on', 'cracker', 'pepper', 'porterhouse', 'fries', 'sweet', 'haggis', 'chips', 'traditional', 'all', 'kg', 'tomato', 'prawn', 'feed', 'iron', 'parsnip', 'skinny', 'pork', 'dip', 'sirloin', 'cheese', 'bread', 'side', 'wild', 'mixed', 'add', 'ring', 'dipping', 'cut', 'goats', 'blue', 'pickled', 'dry', 'roasted', 'potato', 'accompany', 'smokey', 'gluten', 'slow', 'burger', 'chicken', 'broccoli', 'beetroot', 'mayo', 'halloumi', 'crackling', 'sourced', 'day', 'tower', 'with', 'sauces', 'parfait', 'salad', 'cherry', 'fresh', 'wine', 'uk', 'borders', 'carrot', 'jus', 'pan', 'risotto', 'for', 'mash', 'to', 'chilli', 'sausage', 'master', 'choose', 'the', 'sauted', 'pommegranate', 'bone', 'mousse', 'charred', 'mac', 'butter', 'ginger', 'oz', 'our', 'oil', 'cajun', 'breast', 'ribeye', 'diane', 'king', 'or', 'gravy', 'free', 'scallop', 'fillet', 'steak', 'grill', 'spanish', 'n', 'beef', 'artichoke', 'red', 'cooked', 'parmesan', 'garlic', 'tempura', 'house', 'mushroom', 'balsamic', 'bonein', 'andys', 'your', 'seared', 'aged', 'a', 'tuna', 'shellfish', 'choice', 'g', 'grass', 'hot']"
No 1 The Bank,4.5,De 26 £ à 40 £,Écossaise,[]
Sandbanks Brasserie,4.4,De 26 £ à 40 £,Écossaise,[]
Beneroti Bar and Bistro Finnieston,4,25 £ ou moins,Indienne,[]
Glasgow Bucks Bar - Trongate,4.7,25 £ ou moins,Américaine,"['applewood', 'tennessee', 'grated', 'style', 'japanese', 'glaze', 'brownie', 'staff', 'omega', 'not', 'then', 'flavoured', 'american', 'pudding', 'fried', 'crispy', 'sriracha', 'boy', 'cake', 'recipe', 'glass', 'has', 'in', 'green', 'haloumi', 'freshly', 'from', 'seriously', 'hand', 'gb', 'on', 'spicy', 'assault', 'mature', 'panther', 'buttermilk', 'pick', 'mixed', 'spike', 'satay', 'key', 'smirnoff', 'smothered', 'smokey', 'cholesterol', 'additional', 'fats', 'use', 'mayo', 'mexicheese', 'legendary', 'we', 'salad', 'wings', 'suki', 'peanut', 'plant', 'by', 'which', 'nose', 'buff', 'trans', 'booze', 'chip', 'solero', 'oil', 'breast', 'cock', 'mango', 'canadian', 'caramel', 'house', 'iceberg', 'whipped', 'dips', 'than', 'ask', 'dead', 'shredded', 'coke', 'rum', 'fingers', 'xx', 'kung', 'any', 'ketchup', 'high', 'choc', 'chocolate', 'danielscoffee', 'cauliflower', 'lemongrass', 'chop', 'shots', 'honey', 'chinese', 'lemon', 'original', 'milk', 'bongo', 'fruit', 'handcut', 'olive', 'sour', 'jam', 'gfo', 'layered', 'upgrade', 'icing', 'gf', 'shakes', 'cauli', 'spiced', 'ninja', 'vodka', 'bites', 'mon', 'mint', 'dipped', 'bourboncaramel', 'guilt', 'skinny', 'togarashi', 'e', 'coconut', 'nuggets', 'cheese', 'strawberry', 'blend', 'buttered', 'leos', 'blue', 'potato', 'sesame', 'ranch', 'gluten', 'sticky', 'pickles', 'rapeseed', 'topping', 'saturated', 'fresh', 'for', 'fillets', 'bakery', 'chilli', 'tonkatsu', 'biscuitsvanilla', 'served', 'buds', 'korean', 'mac', 'cantonese', 'butter', 'syrup', 'browns', 'our', 'creamy', 'ice', 'nonnas', 'vitamin', 'damn', 'light', 'dressing', 'also', 'bun', 'zero', 'base', 'kewpie', 'filling', 'reduce', 'grade', 'bulleit', 'based', 'chick', 'version', 'firewings', 'shortened', 'mlk', 'your', 'baileysnutellachocolatehazelnut', 'cheddar', 'spice', 'layers', 'choice', 'extra', 'morgans', 'aero', 'lime', 'gojuchang', 'seed', 'more', 'crust', 'strictly', 'whole', 'smoke', 'adults', 'salt', 'low', 'pure', 'nutella', 'fussy', 'warning', 'nuts', 'banana', 'draught', 'p', 'above', 'flamin', 'of', 'luxury', 'local', 'made', 'scotch', 'coco', 'chips', 'all', 'chinatown', 'coriander', 'jackfruit', 'biscoff', 'saltnchilli', 'maple', 'marinated', 'velvet', 'add', 'vanilla', 'fat', 'burger', 'pm', 'kim', 'running', 'mans', 'mums', 'to', 'popcorn', 'cococaribacrme', 'slaw', 'coleslaw', 'pakora', 'buck', 'vegan', 'plain', 'float', 'double', 'or', 'pieces', 'fri', 'free', 'bbq', 'includes', 'hours', 'red', 'drink', 'coated', 'garlic', 'tempura', 'celery', 'fiery', 'smooth', 'takeaway', 'menu', 'bru', 'brioche', 'ingredient', 'classic', 'tex', 'flavours', 'taste', 'hot', 'times', 'onions', 'pastry', 'jalapeos', 'is', 'onion', 'white', 'pink', 'street', 'lettuce', 'passion', 'sponge', 'de', 'only', 'contains', 'mex', 'special', 'patty', 'soy', 'an', 'cream', 'waffle', 'seasoning', 'moist', 'else', 'milkstrawberry', 'buckora', 'jong', 'waffles', 'herb', 'big', 'crisp', 'furious', 'and', 'vegetarian', 'addictive', 'buffalo', 'jack', 'twice', 'liqueur', 'bourbon', 'sauce', 'curry', 'fries', 'bonnet', 'sweet', 'choices', 'chillies', 'train', 'coating', 'heat', 'syrupbiscoff', 'pressed', 'bucker', 'dip', 'nashville', 'cheeezusss', 'bread', 'cookie', 'mop', 'freaks', 'dough', 'as', 'chicken', 'pow', 'southern', 'thai', 'mess', 'member', 'with', 'country', 'meringue', 'indian', 'soft', 'speciality', 'deal', 'get', 'bowl', 'seitan', 'smirnoffpanther', 'available', 'fire', 'choose', 'the', 'dairy', 'macncheesed', 'enough', 'cheesecake', 'pao', 'pie', 'mothership', 'inspired', 'king', 'irn', 'gravy', 'crafted', 'but', 'juice', 'n', 'hash', 'monounsaturated', 'flaming', 'authentic', 'mustard', 'bananefresh', 'macncheese', 'scoop', 'a', 'bucks', 'skin', 'spring', 'nutjob']"
Bombaywalla | Indian Street Kitchen,4,25 £ ou moins,Indienne,[]
Taste of Chennai Restaurant Glasgow,4.8,25 £ ou moins,Indienne,[]
Charcoals,4.7,25 £ ou moins,Indienne,[]
Allanton Inn,4.8,De 26 £ à 40 £,Écossaise,[]
Tony Macaroni - Hamilton,3.9,25 £ ou moins,Italienne,[]
Van Winkle,4.5,25 £ ou moins,Américaine,[]
KELP,4.8,De 26 £ à 40 £,Fruits de mer,[]
Elena's Tapas Bar and Restaurant,4.7,25 £ ou moins,Espagnole,"['style', 'hummus', 'peppers', 'padrn', 'brownie', 'would', 'espaguetis', 'manchego', 'pudding', 'fried', 'cured', 'per', 'coast', 'in', 'green', 'parrilla', 'albndigas', 'al', 'morcilla', 'magro', 'caramelised', 'alio', 'aceitunas', 'grilled', 'gb', 'especial', 'cigalas', 'adobitos', 'on', 'spicy', 'pepper', 'kg', 'caseras', 'espinacas', 'beerbattered', 'mixed', 'churros', 'pescado', 'pedros', 'gambas', 'crayfish', 'mayo', 'capuccino', 'mussels', 'pimienta', 'salad', 'wine', 'iced', 'americano', 'morunos', 'skewers', 'parrillada', 'ibizas', 'roast', 'huerta', 'pulpo', 'bone', 'mousse', 'galician', 'platter', 'variados', 'alioli', 'fillet', 'balls', 'mariscada', 'musselslangoustines', 'santander', 'cerdo', 'blanco', 'rellenos', 'frito', 'marisco', 'horno', 'nata', 'fresco', 'loin', 'ask', 'y', 'spaghetti', 'verduras', 'diners', 'picante', 'todays', 'g', 'elenas', 'lobster', 'fingers', 'paella', 'this', 'trigueros', 'condensed', 'chorizo', 'mermelada', 'bravas', 'brie', 'chocolate', 'olives', 'prawns', 'lubina', 'crme', 'hour', 'palidos', 'deepfried', 'egg', 'ternera', 'homemade', 'langoustines', 'coffee', 'honey', 'original', 'lemon', 'pimientos', 'la', 'milk', 'aojo', 'uncooked', 'see', 'jam', 'salteados', 'variadas', 'cuchillo', 'vino', 'sartn', 'little', 'cabra', 'ajillo', 'quince', 'flamed', 'spinach', 'vegetal', 'approx', 'sirloin', 'coffees', 'cheese', 'strawberry', 'mocha', 'meatballs', 'blue', 'potato', 'people', 'mixta', 'chuletas', 'fresa', 'slow', 'marmelada', 'belmonte', 'padron', 'fresh', 'very', 'chuletn', 'for', 'chilli', 'sausage', 'cutlets', 'vegetables', 'jamon', 'bogavante', 'like', 'served', 'mix', 'gabardina', 'lechugas', 'championes', 'entrecot', 'dish', 'omelette', 'our', 'o', 'ice', 'dressing', 'empanados', 'rabas', 'hake', 'steak', 'torrijas', 'deep', 'scallops', 'preorder', 'calamari', 'jamn', 'ham', 'rich', 'splayed', 'revuelto', 'sidra', 'esprragos', 'various', 'ribs', 'reduction', 'ensalada', 'black', 'sides', 'macchiato', 'ajo', 'octopus', 'own', 'asparagus', 'whole', 'croquetas', 'oven', 'tortilla', 'mezclum', 'salt', 'idiazbal', 'caldoso', 'nuts', 'azul', 'of', 'golden', 'aros', 'espaola', 'requires', 'scrambled', 'croquettes', 'ibrico', 'tarta', 'cordero', 'calabacn', 'rings', 'rebozado', 'chefs', 'mejillones', 'pork', 'gourmet', 'marinated', 'cocidas', 'merluza', 'tomate', 'goats', 'vanilla', 'cesta', 'oyster', 'queso', 'west', 'sautd', 'con', 'brandy', 'pan', 'boiled', 'potatoes', 'salmn', 'cortado', 'vegan', 'elena', 'espalda', 'baked', 'double', 'normally', 'salmon', 'clams', 'or', 'tabla', 'breaded', 'jelly', 'red', 'basket', 'shaken', 'coated', 'garlic', 'vegetable', 'wet', 'classic', 'seabass', 'tuna', 'pollo', 'flavours', 'hot', 'patatas', 'onions', 'cider', 'onion', 'white', 'tomatoes', 'licor', 'lettuce', 'de', 'x', 'contains', 'courgette', 'smoked', 'cream', 'marie', 'helados', 'calamares', 'fish', 'caramelizada', 'palourde', 'flakes', 'rose', 'breadcrumbs', 'reduccin', 'cebolla', 'com', 'and', 'mushrooms', 'bisque', 'helado', 'liqueur', 'sauce', 'seafood', 'cubes', 'goujons', 'tomato', 'catalana', 'gallega', 'bread', 'lamb', 'seasoned', 'roasted', 'baileys', 'carajillo', 'citrus', 'chicken', 'salsa', 'steamed', 'costillas', 'with', 'iberian', 'negra', 'espresso', 'you', 'baby', 'the', 'asados', 'plato', 'sticks', 'pinchos', 'en', 'almejas', 'cheesecake', 'tbone', 'typical', 'scottish', 'plancha', 'spanish', 'rice', 'cooked', 'bombn', 'shaved', 'brle', 'homemarinated', 'tacos', 'paletilla', 'latte', 'arroz', 'shoulder', 'crema', 'a', 'vieiras']"
The Riverside Dunblane,4.6,25 £ ou moins,Britannique,[]
Maisha,4.5,25 £ ou moins,Indienne,"['why', 'yogurt', 'style', 'back', 'sabgi', 'dressed', 'peppers', 'tray', 'pomphet', 'world', 'pistac', 'chopped', 'french', 'staff', 'aware', 'not', 'then', 'dhal', 'fried', 'co', 'backed', 'unleavened', 'slowly', 'accompanied', 'either', 'kabli', 'cake', 'kashmiri', 'most', 'torkari', 'favorite', 'gosht', 'ghosht', 'bombay', 'recipe', 'has', 'in', 'full', 'green', 'freshly', 'india', 'toast', 'becomes', 'from', 'who', 'fastern', 'quality', 'sliced', 'turmeric', 'poneer', 'medium', 'grilled', 'basil', 'gb', 'iamb', 'pastries', 'yoghurttomato', 'on', 'spicy', 'pepper', 'promphec', 'tangy', 'yolk', 'mixed', 'advantages', 'wedding', 'satay', 'jalapani', 'care', 'part', 'ground', 'mackarel', 'integral', 'mas', 'saut', 'laced', 'jalfrezi', 'diced', 'into', 'we', 'bengali', 'expensive', 'salad', 'malayan', 'pounded', 'wings', 'kumbi', 'skewers', 'desire', 'mush', 'chiliand', 'cashew', 'h', 'delicate', 'master', 'sag', 'roast', 'called', 'crushed', 'by', 'extremely', 'bone', 'afghani', 'which', 'oil', 'platter', 'crab', 'breast', 'added', 'clay', 'turkish', 'daal', 'large', 'mango', 'food', 'fillet', 'raw', 'wheat', 'thali', 'grill', 'bangladesh', 'filled', 'pureed', 'bhuna', 'dansak', 'costa', 'crunchy', 'frying', 'overnight', 'garden', 'galangal', 'tarka', 'capsicum', 'paper', 'grass', 'bass', 'filet', 'slightly', 'northern', 'veg', 'saute', 'thats', 'lobster', 'haddock', 'this', 'lovers', 'caution', 'soup', 'garnished', 'ketchup', 'give', 'specially', 'prawns', 'charcoal', 'burma', 'cauliflower', 'at', 'chili', 'continent', 'bhagi', 'egg', 'homemade', 'sihet', 'mulligatawny', 'lemon', 'shahi', 'muglai', 'milk', 'provides', 'originate', 'sauteed', 'raj', 'fine', 'sour', 'trout', 'liver', 'leaf', 'thick', 'spiced', 'selective', 'peas', 'munsorian', 'nentara', 'mint', 'sprinkles', 'lentil', 'prawn', 'tikka', 'rupchanda', 'spinach', 'delicious', 'tilapia', 'coconut', 'introducing', 'sirloin', 'nuggets', 'cheese', 'shoots', 'cumin', 'blend', 'buttered', 'orchids', 'dry', 'potato', 'paneer', 'people', 'one', 'fluffy', 'slow', 'specialize', 'methi', 'pickles', 'kumla', 'day', 'creams', 'masalla', 'ingredients', 'chef', 'fresh', 'very', 'keema', 'for', 'murgi', 'consists', 'paprika', 'excellent', 'fillets', 'chilli', 'korai', 'vegetables', 'like', 'mackeral', 'served', 'buds', 'mix', 'gram', 'butter', 'other', 'enhanced', 'dish', 'assorted', 'gatam', 'omelette', 'creamy', 'our', 'three', 'saluted', 'light', 'leg', 'also', 'collection', 'exclusively', 'almonds', 'thin', 'steak', 'until', 'panjabi', 'deep', 'paneerhome', 'similar', 'punjabi', 'health', 'aloo', 'sub', 'generous', 'based', 'chick', 'version', 'starter', 'tandoori', 'rich', 'british', 'masala', 'your', 'transferred', 'various', 'rainbow', 'choice', 'asked', 'extra', 'fruits', 'festive', 'flavors', 'mixture', 'apple', 'black', 'bhaji', 'gives', 'lime', 'seed', 'powder', 'more', 'own', 'once', 'whole', 'somato', 'oven', 'rnethi', 'cucumber', 'home', 'eat', 'allow', 'half', 'fairly', 'try', 'pasanda', 'shami', 'nan', 'recommended', 'boinbay', 'ball', 'banana', 'nuts', 'minced', 'paratha', 'daily', 'it', 'of', 'hoc', 'always', 'monkfish', 'cat', 'roll', 'maslader', 'combines', 'boneless', 'keerna', 'local', 'occasionally', 'made', 'fry', 'candoor', 'classical', 'kebab', 'roti', 'melt', 'stir', 'pathia', 'chips', 'all', 'motor', 'subject', 'chefs', 'pilau', 'madras', 'sausages', 'be', 'begun', 'coriander', 'stuffed', 'watering', 'marinated', 'scampi', 'pineapple', 'are', 'curries', 'almond', 'including', 'fruity', 'meal', 'savoury', 'oyster', 'succulent', 'diets', 'burger', 'lots', 'raita', 'cubed', 'european', 'pakura', 'accompaniments', 'bangjadeshi', 'vindaloo', 'sea', 'desired', 'shaped', 'unique', 'these', 'time', 'pan', 'slice', 'basmati', 'seek', 'mince', 'boiled', 'saturate', 'potatoes', 'bay', 'availablity', 'to', 'young', 'yoghurt', 'four', 'chickpeas', 'strength', 'pickle', 'pakora', 'water', 'freshwater', 'flavored', 'can', 'kurma', 'plain', 'final', 'baked', 'salmon', 'crumbs', 'or', 'mean', 'pieces', 'touches', 'chapati', 'cocktail', 'patt', 'especially', 'red', 'over', 'together', 'coated', 'chutney', 'garlic', 'vegetable', 'mushroom', 'afgani', 'karachi', 'biryani', 'sprinkle', 'triangular', 'rogan', 'sure', 'lambs', 'cuisine', 'mixedpepper', 'egyptian', 'small', 'omelets', 'combination', 'chops', 'jhal', 'soups', 'bamboo', 'beans', 'tuna', 'becoming', 'taste', 'hot', 'if', 'eaten', 'onions', 'pastry', 'peshwari', 'touch', 'accompained', 'such', 'onion', 'is', 'nut', 'thal', 'white', 'puree', 'lettuce', 'leaves', 'only', 'wrapped', 'maisha', 'x', 'prepared', 'special', 'kakra', 'an', 'cream', 'exotic', 'chilies', 'its', 'tantalize', 'flavor', 'delicately', 'fish', 'aubergine', 'royal', 'make', 'their', 'popular', 'herbs', 'basis', 'main', 'bindi', 'clove', 'barbecued', 'fabulously', 'herb', 'lentils', 'promphet', 'meat', 'chatt', 'crisp', 'and', 'mughal', 'mushrooms', 'vegetarian', 'dupiaza', 'sauce', 'chapathi', 'curry', 'fries', 'seafood', 'sweet', 'festival', 'chillies', 'io', 'traditional', 'cubes', 'enrich', 'josh', 'tomato', 'heat', 'famous', 'paste', 'dal', 'bread', 'tandoor', 'chana', 'side', 'flour', 'dishes', 'meats', 'lamb', 'starters', 'forthis', 'seasoned', 'colonial', 'pakoras', 'aromatic', 'become', 'origin', 'silvery', 'bengal', 'richly', 'theme', 'fritters', 'as', 'nutty', 'chicken', 'southern', 'thai', 'prophet', 'steamed', 'with', 'okra', 'kalija', 'samba', 'indian', 'canton', 'soft', 'quickly', 'you', 'tender', 'gently', 'baby', 'the', 'giving', 'south', 'seasonal', 'some', 'cook', 'ginger', 'samosa', 'rezala', 'balti', 'scottish', 'chasney', 'spices', 'mackerel', 'king', 'bald', 'saffron', 'sizzler', 'mouth', 'giant', 'but', 'chunk', 'selected', 'rice', 'tamarind', 'mazadar', 'beef', 'juice', 'flavourall', 'cooked', 'dhansak', 'tasty', 'reshmi', 'sem', 'availability', 'highly', 'distinct', 'throughout', 'delightful', 'authentic', 'mustard', 'kurmas', 'gobi', 'mild', 'go', 'ghobi', 'sultanas', 'monk', 'pans', 'a', 'leafs', 'lemony', 'because', 'spring']"
Paco's Restaurant,4.6,25 £ ou moins,Internationale,[]
The Smokin Fox,4.6,25 £ ou moins,Britannique,[]
Steak Lounge and Grill,4.3,De 26 £ à 40 £,Steak,[]
Seasons,4.7,De 26 £ à 40 £,Écossaise,[]
Oshibori,3.7,25 £ ou moins,Japonaise,[]
Eolas - Murrayshall Hotel,4,41 £ et plus,Écossaise,[]
Philipburn Hotel,4.8,25 £ ou moins,Britannique,[]
The Selkie,4.7,25 £ ou moins,Café,[]
Barossa Bar,3.5,De 26 £ à 40 £,Bar à cocktails,[]
Tony Macaroni - Glasgow City Centre,3.3,25 £ ou moins,Italienne,[]
Ralph and Finns,4.6,De 26 £ à 40 £,Britannique,"['cod', 'pistachio', 'duck', 'apple', 'artisan', 'sides', 'soup', 'is', 'onion', 'creme', 'more', 'sourdough', 'angus', 'individual', 'two', 'olives', 'chateaubriand', 'french', 'whole', 'cauliflower', 'sharing', 'chicory', 'tenderloin', 'netherend', 'fraiche', 'smoked', 'confit', 'crispy', 'patty', 'beer', 'soy', 'peppercorn', 'wontons', 'radicchio', 'salt', 'pancetta', 'lemon', 'bacon', 'dates', 'nuts', 'oysters', 'barley', 'camembert', 'herbs', 'gordal', 'marrbury', 'of', 'shetland', 'steaks', 'trout', 'tomahawk', 'parsley', 'kale', 'pearl', 'herb', 'liver', 'leaf', 'scotch', 'cheek', 'mushrooms', 'caramelised', 'hand', 'cabbage', 'gb', 'cumbrae', 'sauce', 'gras', 'curry', 'fries', 'rosemay', 'pine', 'chips', 'all', 'toasted', 'prawn', 'yuzu', 'aberdeen', 'sirloin', 'cheese', 'bread', 'maple', 'side', 'wild', 'add', 'cut', 'pickled', 'ox', 'dry', 'pave', 'potato', 'hazelnut', 'feel', 'keta', 'oyster', 'one', 'flaked', 'burger', 'crayfish', 'chicken', 'beetroot', 'day', 'walnut', 'capers', 'sauces', 'caviar', 'parfait', 'salad', 'noisette', 'wine', 'thyme', 'sea', 'carrot', 'brandy', 'jus', 'foie', 'celeriac', 'potatoes', 'to', 'yoghurt', 'chilli', 'roast', 'include', 'cranberry', 'the', 'orange', 'barra', 'venison', 'leeks', 'butter', 'ginger', 'syrup', 'shellfsh', 'oz', 'our', 'oil', 'crab', 'baked', 'breast', 'vadouvan', 'dressing', 'double', 'salmon', 'chestnut', 'king', 'or', 'horseradish', 'free', 'almonds', 'rillette', 'fillet', 'steak', 'but', 'bun', 'range', 'tamarind', 'beef', 'scallops', 'glazed', 'blackberry', 'red', 'garlic', 'deer', 'kiev', 'mushroom', 'farm', 'carrots', 'creamed', 'brioche', 'beurre', 'aged', 'classic', 'rainbow', 'salted', 'plaice']"
Tony Macaroni Express - East Kilbride,3.9,25 £ ou moins,Italienne,[]
Meldrums Ceres,4.4,De 26 £ à 40 £,Européenne,[]
Mharsanta,4.5,25 £ ou moins,Écossaise,[]
Tony Macaroni - Motherwell,4.5,25 £ ou moins,Italienne,[]
The bistro @ Courtyard By Marriott Glasgow Airport,4,25 £ ou moins,Européenne,"['cluck', 'meatless', 'applewood', 'atlantic', 'lovers', 'haddock', 'style', 'caesar', 'soup', 'onion', 'raspberry', 'peppers', 'carmel', 'tomatoes', 'sourdough', 'lettuce', 'angus', 'chocolate', 'olives', 'prawns', 'american', 'pudding', 'smoked', 'crispy', 'finger', 'beer', 'cream', 'egg', 'north', 'pizza', 'honey', 'lemon', 'bacon', 'zest', 'supreme', 'fish', 'gem', 'primavera', 'herbs', 'it', 'of', 'in', 'pappardelle', 'green', 'tartare', 'courgettes', 'sloppy', 'meat', 'chunky', 'spiced', 'selection', 'jalapenos', 'mushrooms', 'caramelised', 'joe', 'peas', 'caprese', 'grilled', 'basil', 'gb', 'nova', 'melt', 'sauce', 'on', 'fries', 'crisps', 'dipped', 'chips', 'all', 'toasted', 'patties', 'tomato', 'mature', 'rings', 'rocket', 'spinach', 'buttermilk', 'aberdeen', 'cheese', 'bread', 'biscoff', 'ciabatta', 'add', 'aioli', 'toffee', 'cookie', 'vanilla', 'torn', 'croutons', 'sticky', 'chicken', 'mushy', 'day', 'dredged', 'with', 'salad', 'cherry', 'each', 'thyme', 'fresh', 'jumbo', 'avocado', 'sandwich', 'boiled', 'potatoes', 'katsu', 'chilli', 'ipa', 'lotus', 'roast', 'smashed', 'slaw', 'the', 'baby', 'served', 'coleslaw', 'cheesecake', 'mac', 'mozzarella', 'butter', 'vegan', 'oz', 'ice', 'dressing', 'sorbet', 'double', 'nioise', 'or', 'king', 'sorbets', 'mango', 'pepperoni', 'bbq', 'bun', 'battered', 'n', 'anchovies', 'beef', 'red', 'parmesan', 'shaved', 'chutney', 'caramel', 'garlic', 'house', 'ham', 'stacked', 'baconaise', 'salami', 'sweetcorn', 'brioche', 'cos', 'chargrilled', 'tart', 'seared', 'cheddar', 'a', 'beans', 'cheeseburger', 'tuna', 'salted', 'oreos']"
Barga,4.2,25 £ ou moins,Pub Gastronomique,[]
Shuttle,3.7,25 £ ou moins,Britannique,[]
The Newport,4.8,41 £ et plus,Britannique,"['fruits', 'baron', 'skink', 'arbroath', 'haddock', 'apple', 'style', 'onion', 'kohlrabi', 'brie', 'hour', 'pittormie', 'courgette', 'cream', 'salt', 'offerings', 'truffled', 'landed', 'housemade', 'fruit', 'of', 'fife', 'layered', 'cullen', 'spiced', 'selection', 'suffolk', 'england', 'truffle', 'sweet', 'toasted', 'last', 'tomato', 'cicely', 'cheese', 'tuve', 'supp', 'souffl', 'cookie', 'roasted', 'potato', 'cep', 'part', 'bigod', 'bungay', 'with', 'crumble', 'accompaniments', 'fresh', 'thyme', 'humble', 'carrot', 'loaf', 'for', 'celeriac', 'honeycomb', 'the', 'bone', 'leeks', 'cheeses', 'stone', 'our', 'autumn', 'scottish', 'baked', 'melba', 'hay', 'or', 'hake', 'bbq', 'snacks', 'w', 'beef', 'caramel', 'newport', 'featherblade', 'early', 'doughnut', 'aged', 'cheddar', 'peterhead', 'picanha']"
El Santo,4.1,De 26 £ à 40 £,Latino-américaine,[]
Kings Arms Hotel,3.9,25 £ ou moins,Italienne,[]
Tony Macaroni - Silverburn,4,25 £ ou moins,Italienne,[]
